epoch,adv_loss,commitment_loss,disc_loss,generator_loss,logits_fake,logits_real,loss,rec_loss,spectral_loss,val_adv_loss,val_commitment_loss,val_loss,val_rec_loss,val_spectral_loss
1,,0.007619852549396455,,,,,0.5308357280492783,0.2004051646962762,3.22810705780983,,0.007253083987161517,0.4505643707513809,0.1680029521882534,2.753083291053772
2,,0.00626580354059115,,,,,0.4462108418345451,0.15692527346313,2.8301976132392883,,0.006191118541173637,0.4154145649075508,0.142783462703228,2.664399809837341
3,,0.005780184112954885,,,,,0.42347038045525554,0.1470344127342105,2.706557774543762,,0.0057792769093066455,0.3776178500056267,0.1324469731003046,2.393915958404541
4,,0.005174995922716335,,,,,0.4141918231546879,0.1437721886858344,2.6524463391304014,,0.005492863755207509,0.36913599133491515,0.1351123584061861,2.2853076577186586
5,,0.00500736613990739,,,,,0.38700699925422666,0.13144384618848562,2.5055578470230104,,0.005706401369534433,0.34724207371473315,0.12196137242019177,2.1957429599761964
6,0.7713209533691406,0.005613133255392313,0.48986083984375,0.38302204594016076,-0.7038104248046875,0.6316374230384827,0.38302204594016076,0.12593868508934974,2.4375704085826873,0.3387060546875,0.006743040073197335,0.3175906118750572,0.09905920464545488,2.117883613109589
7,1.502166748046875,0.005037772399373352,0.15961114883422853,0.37779896885156633,-1.387150421142578,1.43048583984375,0.37779896885156633,0.11764356149360537,2.400960012674332,-0.04339141845703125,0.0065261905360966925,0.3205702903866768,0.10001172285526991,2.1403237128257753
8,1.7681747436523438,0.005791005454957485,0.15344988882541657,0.38357984587550165,-1.5609014892578126,1.7323506736755372,0.38357984587550165,0.12029121153056621,2.3981604355573656,-0.022615623474121094,0.00626733775716275,0.3053186756372452,0.09381256237626076,2.0523877048492434
9,2.246542663574219,0.005423306062584743,0.07640619724988937,0.38591808542609213,-2.0433746337890626,2.16888427734375,0.38591808542609213,0.118173293992877,2.398559933304787,1.093173828125,0.007108005764894188,0.3191750365495682,0.10245427500456572,2.0961275410652163
10,1.9171536254882813,0.005546824695775285,0.24229940950870513,0.3819796042889357,-1.5470444869995117,1.8814401245117187,0.3819796042889357,0.11893154827877879,2.38329472720623,0.7226318359375,0.006696045976132155,0.3035739594697952,0.09372395154088736,2.0315395998954773
