epoch,ACC,AUROC,BACC,F1_macro,F1_weighted,KAPPA,loss,test_ACC,test_AUROC,test_BACC,test_F1_macro,test_F1_weighted,test_KAPPA,test_confusion_matrix,test_loss,val_ACC,val_AUROC,val_BACC,val_F1_macro,val_F1_weighted,val_KAPPA,val_confusion_matrix,val_loss
1,0.1204906204906205,0.501988409366979,0.11260755705200148,0.10507454133104725,0.10852109377178384,0.0017888564479258129,2.2204089679644623,,,,,,,,,0.14484126984126985,0.531592185356653,0.11368312757201648,0.035683203573111826,0.043274937311634544,0.0026446280991734294,"[[  0   0   1   0 107   0   0   0   0]
 [  0   1   0   0 107   0   0   0   0]
 [  0   0   0   0 108   0   0   0   0]
 [  0   0   0   0 108   0   0   0   0]
 [  0   0   0   0 142   0   0   1   1]
 [  0   0   0   0 107   1   0   0   0]
 [  0   0   0   0 108   0   0   0   0]
 [  0   0   0   0 106   0   0   1   1]
 [  0   0   0   0 107   0   0   0   1]]",2.191227417143564
2,0.13047138047138046,0.5088876607451243,0.11647337573263498,0.09924694164112048,0.10400230357530847,0.006974348913629802,2.205774872620671,,,,,,,,,0.14583333333333334,0.55758784150663,0.11445473251028807,0.03556369716253175,0.0432534648703862,0.003966286564204169,"[[  0   0   1   0 107   0   0   0   0]
 [  0   1   0   0 107   0   0   0   0]
 [  0   0   0   0 108   0   0   0   0]
 [  0   0   0   0 108   0   0   0   0]
 [  0   0   0   0 143   0   0   0   1]
 [  0   0   0   0 106   0   0   0   2]
 [  0   0   0   0 106   0   0   0   2]
 [  0   0   0   0 106   0   0   0   2]
 [  0   0   0   0 105   0   0   0   3]]",2.18612079393296
3,0.13516113516113515,0.5246036890289604,0.12015213867065719,0.1014669688477688,0.1059494138415071,0.01010170524649634,2.193928686456648,,,,,,,,,0.1527777777777778,0.5795861196844991,0.12397119341563785,0.054005117296800374,0.06110601270331627,0.01531872838082693,"[[  0   0   1   5 102   0   0   0   0]
 [  0   0   0   9  99   0   0   0   0]
 [  0   0   0   6 101   0   0   0   1]
 [  0   0   0  17  90   0   0   0   1]
 [  0   0   0   9 134   0   0   0   1]
 [  0   0   0  14  93   0   0   0   1]
 [  0   0   0  12  94   0   0   0   2]
 [  1   0   0   4 101   0   0   0   2]
 [  0   0   1   2 102   0   0   0   3]]",2.1746869049375017
4,0.15416065416065416,0.5534957293662399,0.1392006484599077,0.12004418944245605,0.1245987832314391,0.033279013606109964,2.1766828052581304,,,,,,,,,0.15873015873015872,0.5901744327274806,0.14248971193415638,0.07754657925204107,0.0831574912286662,0.03522815001422119,"[[ 0  1  0  3 69  0  0  0 35]
 [ 0  0  0  9 73  0  0  0 26]
 [ 0  1  0  7 68  0  0  0 32]
 [ 0  0  0 18 71  0  0  0 19]
 [ 0  1  1 13 86  0  0  0 43]
 [ 0  1  0 10 46  0  0  0 51]
 [ 0  0  0 10 65  0  1  0 32]
 [ 0  1  0  4 63  0  0  0 40]
 [ 0  2  0  2 48  0  1  0 55]]",2.1545877910795665
5,0.16822991822991823,0.5820923977166184,0.15659683252275844,0.1380177196625222,0.142329556578423,0.05366487669733555,2.1550291023786508,,,,,,,,,0.18055555555555555,0.5956102466278007,0.17489711934156377,0.1329490432845061,0.13769829094717856,0.07425049033342668,"[[ 0 15  0 10 29  2  6  0 46]
 [ 0 15  0 17 30  4 12  0 30]
 [ 0  7  1 16 17  7 14  1 45]
 [ 0  6  0 28 30  3  9  0 32]
 [ 0  8  1 19 48  7  9  1 51]
 [ 0  3  0 17 12  8 11  1 56]
 [ 0  7  0 18 15  6 20  0 42]
 [ 0 15  0 11 22  3 11  0 46]
 [ 0 10  0  3 14  6 13  0 62]]",2.1469642888932
6,0.17279942279942279,0.5958024596885427,0.16532610051128568,0.15241044160386266,0.15587826124821189,0.06281109959566167,2.139222672376683,,,,,,,,,0.1875,0.6066658093278464,0.17566872427983538,0.13585352660785202,0.14058669897689932,0.0753225806451614,"[[ 0  0 14  6 55  3  0  4 26]
 [ 0  0 13  9 55  7  0  5 19]
 [ 0  0 25 11 29 10  0 10 23]
 [ 0  0  7 22 49  6  0  5 19]
 [ 0  0 17 14 73 12  0  4 24]
 [ 0  0 14 12 23 20  0  4 35]
 [ 0  0 17  8 39  8  0  8 28]
 [ 0  0 14  7 46  6  0  6 29]
 [ 0  0 16  2 31  9  0  7 43]]",2.1429082439059304
7,0.1847041847041847,0.6116910768112601,0.17739119590971442,0.1615319752289373,0.16502828223606708,0.07659980154483714,2.1230286036964334,,,,,,,,,0.1746031746031746,0.6203318972908094,0.1720679012345679,0.13089077080511877,0.1345773044325996,0.06983429826312637,"[[12 12  0  8 22 48  0  4  2]
 [ 2 14  3 13 19 50  0  6  1]
 [ 6  5  2  8 11 65  0  9  2]
 [ 5  8  0 22 21 46  0  5  1]
 [10  3 11 17 35 56  0  9  3]
 [ 1  2  4 11 10 79  0  1  0]
 [ 5  3  3 17 11 59  0  9  1]
 [ 4 10  6  8 15 54  0 11  0]
 [ 6  6  2  1 11 73  0  8  1]]",2.1353061842539955
8,0.1936026936026936,0.6260210183684121,0.18820925302406785,0.17795556014706795,0.18074703788342886,0.08824372028882055,2.1050399352060367,,,,,,,,,0.19047619047619047,0.6273603966620942,0.19135802469135804,0.16475975888620242,0.16620148910913107,0.09008363201911584,"[[ 6 18 11 13 15 22  0  9 14]
 [ 3 16 11 18 11 36  1  7  5]
 [ 5  9 14 11  5 43  4  3 14]
 [ 3  9  8 31 10 28  1  6 12]
 [ 6 10 13 26 24 39  1  8 17]
 [ 0  3  4 17  4 66  1  3 10]
 [ 7  5 12 20  3 40  3  6 12]
 [ 2 10 10 15  9 41  1 12  8]
 [ 1  8 10  2  9 50  1  7 20]]",2.11873203610617
9,0.21176046176046176,0.6456919409206165,0.20875420875420878,0.19836526068104499,0.20043290153932247,0.11063516368499604,2.076392682829174,,,,,,,,,0.1865079365079365,0.6418134859396434,0.17824074074074073,0.15811608817060183,0.16185502202451524,0.0777264510945973,"[[ 9  4  4  7 52  7  5  2 18]
 [ 6  5  2 17 40 14  5  4 15]
 [ 6  2  4 16 21 20 10  8 21]
 [ 6  3  2 25 35 15  5  6 11]
 [10  4  7 19 59 21  6  3 15]
 [ 4  2  3 13 15 42  7  1 21]
 [10  2  1 17 27 18 11  5 17]
 [ 9  5  2  9 34 18  6  9 16]
 [ 9  3  4  5 22 34  4  3 24]]",2.1080968342130144
10,0.23496873496873497,0.663193660321887,0.23132560169597205,0.2226713720594994,0.22477060496416706,0.13641079341070628,2.048374158020717,,,,,,,,,0.22718253968253968,0.6607137345679012,0.22530864197530864,0.20503525636271835,0.20743074161895758,0.12926147704590818,"[[10  6 19  8 25  5 12 22  1]
 [ 1  5 17 10 17 19 13 24  2]
 [ 2  3 39  7 11 24  6 13  3]
 [ 3  0 16 25 17 15 10 20  2]
 [ 5  1 30 16 40 20  6 21  5]
 [ 3  1 15 12  8 50 10  9  0]
 [ 3  1 20 12 10 19 20 22  1]
 [ 1  3 16  4  8 24 15 32  5]
 [ 0  2 24  2 14 35 13 10  8]]",2.074954659219772
11,0.24422799422799424,0.6774115101423681,0.24052250904102757,0.23285548430552458,0.23502532099823317,0.14697870112747335,2.0233652007986915,,,,,,,,,0.23214285714285715,0.6772323673982625,0.23045267489711932,0.2045326607683335,0.20718312447658244,0.1350919902622022,"[[28  3  3 10 22 13  3  7 19]
 [18  8  1  5 19 38  2  3 14]
 [11  2 14  4  9 41  2  4 21]
 [14  4  6 23 14 30  1  4 12]
 [19  2 10 13 40 35  1  6 18]
 [ 9  0  2  7  5 71  3  1 10]
 [19  4  7  8 12 35  4  2 17]
 [17  3  5  4 11 31  5 13 19]
 [10  2  7  1 11 40  3  1 33]]",2.051386233360048
12,0.25865800865800864,0.6959492375641523,0.2560169597206634,0.250036265137658,0.2514537747266335,0.16358984795185616,1.9894016904863043,,,,,,,,,0.2390873015873016,0.6872262588591678,0.23996913580246915,0.2246032565016542,0.22529937191905858,0.1440414507772022,"[[15 19  5 13 20 11  5 15  5]
 [ 2 27  4 11 16 35  3  9  1]
 [ 2 12 23  7  6 31  6 14  7]
 [ 5  9  7 26  9 27  4 16  5]
 [ 6 17 15 16 31 34  4 11 10]
 [ 2  7  5  7  8 68  4  2  5]
 [10 13  7 10  5 37 12 12  2]
 [ 1 13  5  9  4 34  6 25 11]
 [ 7  9 11  3 11 40  7  6 14]]",2.0403816718903798
