epoch,ACC,AUROC,BACC,F1_macro,F1_weighted,KAPPA,loss,test_ACC,test_AUROC,test_BACC,test_F1_macro,test_F1_weighted,test_KAPPA,test_confusion_matrix,test_loss,val_ACC,val_AUROC,val_BACC,val_F1_macro,val_F1_weighted,val_KAPPA,val_confusion_matrix,val_loss
1,0.117003367003367,0.5015434177162573,0.11210874173837136,0.1035495909897837,0.10635688581707164,0.0011368163312898139,2.2190096014792555,,,,,,,,,0.13988095238095238,0.501970736168267,0.11496913580246915,0.06295832543395019,0.06959094330880418,0.005204278162520892,"[[  1   7   5   2  85   0   0   2   6]
 [  0   1   9   2  90   0   0   1   5]
 [  1   4   8   2  80   0   1   3   9]
 [  0   4   7   2  89   0   0   0   6]
 [  1   3   9   3 117   1   0   3   7]
 [  1   7   6   3  83   2   1   2   3]
 [  0   2   7   8  79   0   0   3   9]
 [  0   3   6   2  86   1   0   2   8]
 [  0   3   5   1  88   1   0   2   8]]",2.1969006818438332
2,0.11916786916786917,0.5038922458151789,0.10783763561541339,0.09465346843677355,0.09887978383016409,-0.0036898202069040043,2.212562337066188,,,,,,,,,0.1378968253968254,0.5116180484110653,0.11188271604938271,0.05486855857118081,0.06175528975541667,0.0014363688595231405,"[[  1   2   1   3  93   0   0   1   7]
 [  0   0   6   3  87   3   0   0   9]
 [  0   0   3   7  85   2   1   0  10]
 [  0   3   3   3  91   0   0   0   8]
 [  0   1   4   4 121   3   0   2   9]
 [  0   2   2   5  88   3   1   1   6]
 [  0   0   0  10  85   1   1   0  11]
 [  0   0   0   5  92   2   0   0   9]
 [  0   1   3   1  91   5   0   0   7]]",2.193984587987264
3,0.13395863395863397,0.5166818268942911,0.1214615288689363,0.108947196534514,0.11307386403508175,0.011969681380114672,2.2039943245983626,,,,,,,,,0.13392857142857142,0.5253482224508459,0.12397119341563785,0.09927076647048322,0.10366188989018818,0.015228426395939132,"[[10  0  9 39 42  3  2  0  3]
 [ 9  1  9 28 46  8  3  0  4]
 [11  0 11 45 28  7  2  1  3]
 [ 8  1  8 32 46  9  1  0  3]
 [ 9  1 12 44 58  9  2  4  5]
 [ 8  0  9 30 39 15  3  1  3]
 [12  0  7 44 33  4  4  1  3]
 [ 6  0  5 43 34 10  4  0  6]
 [ 7  1  8 24 52  9  2  1  4]]",2.191650284661187
4,0.1384078884078884,0.5422701009345229,0.12595086669160746,0.11389330640922868,0.11832478416405277,0.018243388729030863,2.1877504231093767,,,,,,,,,0.14781746031746032,0.5534349994284409,0.12680041152263374,0.093907144233255,0.09917833858801271,0.01792495202319211,"[[  3   3   3   8  74   1   7   2   7]
 [  2   3   3   3  78   3   7   0   9]
 [  2   6   4   9  72   2   3   2   8]
 [  2   4   3  10  79   2   0   2   6]
 [  1   3   5   8 103   4   5   7   8]
 [  1   5   3   9  75   4   7   1   3]
 [  1   2   3  11  72   2  11   3   3]
 [  1   3   1   8  76   5   2   2  10]
 [  0   3   4   3  80   5   2   2   9]]",2.178828159968058
5,0.17231842231842232,0.5928988257790945,0.1618343933158748,0.1550346089814161,0.15834244171005782,0.05859250973285324,2.150681818947877,,,,,,,,,0.16865079365079366,0.6006264646204846,0.1700102880658436,0.14981307295276544,0.1504149870139762,0.06577480490523968,"[[11 15  2  1  9 25  3  5 37]
 [ 7  9  5  7  8 16  6  9 41]
 [ 3  8  7  8  5 25  1  4 47]
 [ 3 12  5  7 17 16  2  4 42]
 [ 4 10  6  6 19 24  7 17 51]
 [ 2  7  7  4  4 38  3 10 33]
 [ 4  6  6  3  8 21  9 11 40]
 [ 4  5  0  5  7 26  3 17 41]
 [ 4  5  3  1  7 23  2 10 53]]",2.156892984632462
6,0.23172198172198172,0.6531708850780743,0.22680508791619902,0.22496677641866,0.22692855490421576,0.13156693884287884,2.076396382732309,,,,,,,,,0.22916666666666666,0.653121534922268,0.2242798353909465,0.2176413902528386,0.21910800016029763,0.1277363483281212,"[[25  3 14  3 25 10  8  7 13]
 [10  8 11  5 29 11  8  5 21]
 [ 6  1 33  6 26  7  4  7 18]
 [ 8  2 17 12 35  8  5  4 17]
 [ 9  5 24  6 52 13 12 10 13]
 [ 6  2 11  6 11 35 11  5 21]
 [ 8  2 14  6 28  9 22  8 11]
 [ 9  1  9  6 24 21  9 16 13]
 [11  0 14  1 28 14  8  4 28]]",2.076672909751771
7,0.29208754208754206,0.7092002899888858,0.2893440578625764,0.28812565944906426,0.2889442984311492,0.20095399217610066,1.9647962608952083,,,,,,,,,0.25892857142857145,0.6954692858367627,0.25771604938271603,0.2490025599260659,0.250672991638968,0.16536312849162016,"[[30  8  9  6  9 19 11  9  7]
 [13 18  3  6 16 25  4  2 21]
 [ 6  6 21 10 12 24  4  6 19]
 [13  7  8 11 22 24  6  3 14]
 [14  6  6  4 42 29 14 13 16]
 [ 4  3  5  3  5 56 10  5 17]
 [ 9  6  5  4  9 30 26  7 12]
 [ 7  3  4  8 10 35  9 22 10]
 [ 9  0  8  0 15 27 10  4 35]]",2.0059109434248907
8,0.3333333333333333,0.7451041780821055,0.33189923930664667,0.3295416142958926,0.3299761474536667,0.24827482675628698,1.8730267598802164,,,,,,,,,0.2996031746031746,0.7218723922610883,0.29835390946502055,0.2909562749575527,0.292428548380349,0.21101576531630417,"[[32  9  9 11  9 13 10  6  9]
 [10 20  4 10 17 21  3  6 17]
 [ 7  8 27  9 14 14  6  6 17]
 [13  9  9 14 19 15  7  4 18]
 [13  7  5  8 48 18 12 13 20]
 [ 4  5  6  4  4 56 10  5 14]
 [13  6  7  2  9 16 35  9 11]
 [ 9  3  5 10 12 27  6 29  7]
 [10  2  8  4 13 17  7  6 41]]",1.9443569807779222
9,0.36387686387686385,0.7690734072549916,0.36307519640852975,0.3605551781813423,0.36083761449672536,0.2830659916167316,1.8014118530934908,,,,,,,,,0.3323412698412698,0.7347063257315958,0.33101851851851855,0.3301880847733091,0.33140498061657947,0.24783459066778435,"[[31 15  7 11 10  8 10  7  9]
 [11 26  5 16 13 13  3  5 16]
 [ 5 14 30 14 11  8  5  8 13]
 [ 6 12  7 29 23  5  8  3 15]
 [ 9 12  5 16 53 11  9 12 17]
 [ 3  5  6  9  6 50 12  7 10]
 [ 9 11  7  7 10  8 39  9  8]
 [ 7  5  6 16 10 19  4 34  7]
 [ 7  5  7  6 11 13 10  6 43]]",1.910614286150251
10,0.385040885040885,0.7852802290792532,0.3847113106372365,0.3832690204681277,0.3831256432032033,0.30697899525699346,1.7472287999029743,,,,,,,,,0.3392857142857143,0.7412060613854595,0.3400205761316872,0.33403675371698655,0.33427618182497776,0.2562814070351759,"[[30  9 14 11  7 10 11  9  7]
 [ 8 23 11  9 11 14  6  9 17]
 [ 4  9 43  9  8  7  5  9 14]
 [ 7  8 16 22 20  6  9  4 16]
 [ 8  7 17  9 46 10 17 13 17]
 [ 2  3 10  3  7 52 10  7 14]
 [ 9  7 11  4  7  4 47  8 11]
 [ 6  5  9  9  9 19  8 34  9]
 [ 8  4 16  3 11  9 10  2 45]]",1.8923466300207472
