epoch,ACC,AUROC,BACC,F1_macro,F1_weighted,KAPPA,loss,test_ACC,test_AUROC,test_BACC,test_F1_macro,test_F1_weighted,test_KAPPA,test_confusion_matrix,test_loss,val_ACC,val_AUROC,val_BACC,val_F1_macro,val_F1_weighted,val_KAPPA,val_confusion_matrix,val_loss
1,0.3979757339536053,0.7139148378878467,0.3658055962675501,0.32231580085782435,0.3624576169844414,0.18925329924966616,1.3647382296015242,,,,,,,,,0.602221263748113,0.8627931046182331,0.5302651713984886,0.4926005602999764,0.5946168629621367,0.4617524434982453,"[[1221    6  271  189  961]
 [   1    2  269    2  465]
 [   7    9 2647   10 1031]
 [   7    0  354  442    1]
 [   7    1   98    0 1273]]",1.0620794732534142
2,0.5633871880304269,0.8234846890554971,0.5169552609415615,0.47587826611374034,0.5675178861937507,0.41663771069058375,1.1313704929368593,,,,,,,,,0.6498813888289843,0.8938704613924766,0.5759684274319135,0.5494664731738301,0.6532614747498918,0.5287020219733666,"[[1659    5   87   27  870]
 [   3    2  205    2  527]
 [  14    6 2566   13 1105]
 [   4    0  310  487    3]
 [   7    2   57    0 1313]]",0.9231632549700511
3,0.6265040548186334,0.8610125586514069,0.5668784019110065,0.5352836708178855,0.6294476831671998,0.4958318942181148,1.0112720419956331,,,,,,,,,0.6513909855510028,0.9091674668279925,0.6106508777666428,0.5808348033857801,0.6653515816722053,0.5404013176202476,"[[1841   30   23   13  741]
 [   6   34  137    5  557]
 [  20  106 2239   62 1277]
 [   6    0  200  598    0]
 [   8   16   26    0 1329]]",0.8517145588479861
4,0.6585151191299428,0.8790013491277735,0.6000264269215735,0.5744105167654865,0.6626560446526619,0.5378719440583949,0.9479253946741859,,,,,,,,,0.7132844511537632,0.9154977095328689,0.6718774623785709,0.6426727001314203,0.7219767382299692,0.6185641387800074,"[[2200  119   19   10  300]
 [  49  121  171   10  388]
 [  39  227 2418  155  865]
 [   5    0  121  678    0]
 [  59   86   36    0 1198]]",0.7414851132205894
5,0.6757653863079147,0.888997850986817,0.6176452401721978,0.5952492583235323,0.6804299506791589,0.560725834564207,0.9114518451782102,,,,,,,,,0.712637481130041,0.9193425015346959,0.684357539269705,0.6485867390864117,0.7274278761860716,0.6197051703793298,"[[2051  266   29   27  275]
 [  22  172  203   13  329]
 [  11  192 2517  253  731]
 [   2    1   69  732    0]
 [  17  176   49    0 1137]]",0.7216493022809493
6,0.6889168290689633,0.8971113771941223,0.6325881938662563,0.6125775622887094,0.6948457279350985,0.5783917749548773,0.8771626615049164,,,,,,,,,0.7439076989432823,0.9212991133482292,0.6672044920625704,0.6600784571956922,0.7486491908028158,0.64958742611359,"[[2018  259   77    7  287]
 [  32  122  284    5  296]
 [   4   73 3004   86  537]
 [   1    0  176  627    0]
 [   5  118  128    0 1128]]",0.7094219608872274
7,0.698748978437166,0.902798864148032,0.6414956591661984,0.6236908730305589,0.7046302523821413,0.5909883325413781,0.8525600287933311,,,,,,,,,0.7076773776148372,0.9194035894864131,0.6759218280988525,0.6636510662579631,0.7334295138465831,0.6122140730500499,"[[2021  397   36   14  180]
 [  18  273  173    3  272]
 [   5  325 2579   61  734]
 [   1    2  174  627    0]
 [   6  263   46    1 1063]]",0.7377452694356814
8,0.7110203055258691,0.9093467622620011,0.657829979367299,0.6396740225862686,0.7169014856837622,0.6076011936838913,0.8206511224051368,,,,,,,,,0.7210480914384301,0.9220940501872861,0.6972340585645878,0.6469056631900563,0.7287549521244728,0.6295761194794917,"[[2036  289   53   35  235]
 [  30  171  263   17  258]
 [   5  125 2568  511  495]
 [   2    0   19  783    0]
 [   2  115  126    7 1129]]",0.7238049400467823
9,0.7182121078770353,0.9143192075356895,0.6658844089451913,0.6476603185332939,0.7245110071932012,0.6174954684983553,0.7986887717701154,,,,,,,,,0.7512400258788009,0.9297722280023561,0.7142223443172255,0.6800904061807094,0.759066378094583,0.6668753271088746,"[[2288  184   28   12  136]
 [  74  219  222   14  210]
 [  19  259 2658  329  439]
 [   4    0   55  745    0]
 [  33  186   93   10 1057]]",0.6571840176521303
10,0.7270635569246244,0.9189189980826613,0.6759431621319147,0.657093308855853,0.7328011857675436,0.629150298764503,0.7752775680496488,,,,,,,,,0.7487599741211991,0.93048559390852,0.7151171779569838,0.6724731888945774,0.7541698860175403,0.6653074823187415,"[[2212  184   24   37  191]
 [  68  165  179   10  317]
 [  11  119 2611  302  661]
 [   2    0   43  759    0]
 [  12  115   45   10 1197]]",0.6699950380069247
